ID,возраст,семейное_положение,наличие_иждивенцев,дата_регистрации
IDF55116148,19,есть семья,0,2016-02-01
IDF54964280,23,есть семья,1,2016-10-01
IDF54941875,66,есть семья,0,2016-09-01
IDF54907591,50,есть семья,0,2018-12-01
IDF55089929,28,разведённые,0,2013-04-01
IDF54940351,62,нет семьи,1,2019-10-01
IDF55099445,24,нет семьи,1,2013-06-01
IDF54990371,54,нет семьи,1,2015-10-01
IDF55058138,28,нет семьи,1,2018-05-01
IDF54941967,27,нет семьи,0,2014-02-01
IDF55145238,26,разведённые,1,2018-09-01
IDF55053123,27,разведённые,1,2017-04-01
IDF55116799,61,нет семьи,0,2013-11-01
IDF55072131,30,есть семья,1,2017-09-01
IDF54944755,53,есть семья,0,2018-02-01
IDF55034545,21,разведённые,1,2018-11-01
IDF55089452,67,нет семьи,1,2013-01-01
IDF55058493,46,есть семья,1,2018-10-01
IDF54910775,40,разведённые,1,2014-01-01
IDF55066420,63,есть семья,1,2019-12-01
IDF55079657,29,нет семьи,1,2019-08-01
IDF54921692,45,разведённые,0,2014-01-01
IDF54938804,45,нет семьи,1,2014-01-01
IDF54987733,54,разведённые,1,2018-02-01
IDF55099110,19,есть семья,0,2019-02-01
IDF55132962,64,нет семьи,1,2019-11-01
IDF54942938,23,нет семьи,1,2014-10-01
IDF55027947,42,нет семьи,1,2016-02-01
IDF55146435,61,есть семья,1,2018-02-01
IDF55086294,35,нет семьи,1,2019-10-01
IDF55073622,35,есть семья,0,2014-05-01
IDF55129427,34,разведённые,0,2016-02-01
IDF55030785,58,нет семьи,1,2018-03-01
IDF54952448,54,нет семьи,0,2019-03-01
IDF55110120,61,нет семьи,0,2014-08-01
IDF55052830,19,есть семья,0,2018-04-01
IDF55008698,33,есть семья,0,2015-07-01
IDF55145947,42,есть семья,0,2018-12-01
IDF55099104,35,есть семья,0,2018-12-01
IDF54932199,36,есть семья,1,2016-07-01
IDF54935924,53,нет семьи,1,2017-02-01
IDF54979370,42,нет семьи,0,2018-02-01
IDF55088445,46,нет семьи,0,2014-12-01
IDF54978995,18,есть семья,1,2014-02-01
IDF55133583,67,нет семьи,1,2019-03-01
IDF54959094,21,разведённые,0,2016-11-01
IDF54992053,41,разведённые,1,2015-05-01
IDF55011291,27,нет семьи,0,2013-01-01
IDF55114839,23,есть семья,0,2016-02-01
IDF55119374,69,разведённые,0,2013-07-01
IDF55057560,59,есть семья,1,2015-04-01
IDF55031747,56,разведённые,0,2013-09-01
IDF55145037,27,нет семьи,1,2015-04-01
IDF54994692,21,нет семьи,0,2014-05-01
IDF55012932,58,есть семья,1,2017-11-01
IDF55080593,68,разведённые,0,2014-09-01
IDF55141546,52,есть семья,0,2013-02-01
IDF54962773,56,есть семья,0,2018-07-01
IDF55013614,62,есть семья,1,2014-08-01
IDF54986952,66,есть семья,1,2013-12-01
IDF55010500,59,разведённые,1,2017-03-01
IDF55057633,21,нет семьи,1,2017-03-01
IDF55115698,44,нет семьи,1,2013-09-01
IDF55026575,27,разведённые,1,2018-12-01
IDF54990073,33,нет семьи,0,2018-05-01
IDF55059234,29,разведённые,1,2017-11-01
IDF55092062,32,нет семьи,0,2013-05-01
IDF54958843,35,есть семья,0,2013-02-01
IDF55026867,34,разведённые,1,2017-03-01
IDF54925963,35,есть семья,0,2017-07-01
IDF54993990,45,нет семьи,1,2017-05-01
IDF55008739,24,разведённые,0,2018-10-01
IDF55079979,23,разведённые,0,2017-09-01
IDF54997410,35,нет семьи,1,2016-07-01
IDF55078867,64,нет семьи,1,2015-07-01
IDF55080523,22,нет семьи,1,2018-08-01
IDF55133816,51,есть семья,0,2016-08-01
IDF54971506,54,нет семьи,1,2017-08-01
IDF55088892,49,нет семьи,1,2017-03-01
IDF55132299,45,нет семьи,1,2018-09-01
IDF55007734,28,нет семьи,1,2013-04-01
IDF55086960,55,нет семьи,0,2015-09-01
IDF55035174,35,нет семьи,0,2019-02-01
IDF55063857,22,нет семьи,0,2017-11-01
IDF55079519,46,разведённые,0,2015-03-01
IDF54953088,38,нет семьи,0,2018-08-01
IDF55130236,33,есть семья,1,2014-07-01
IDF54917418,58,нет семьи,0,2018-08-01
IDF55098418,24,разведённые,0,2019-02-01
IDF55125975,38,нет семьи,1,2014-02-01
IDF54987459,33,нет семьи,0,2015-04-01
IDF55014068,55,нет семьи,0,2015-03-01
IDF55024906,18,нет семьи,0,2013-03-01
IDF54903893,34,нет семьи,1,2016-06-01
IDF54918757,50,нет семьи,1,2017-01-01
IDF54923728,56,нет семьи,1,2016-01-01
IDF55023575,51,разведённые,0,2013-10-01
IDF54961056,49,нет семьи,1,2017-10-01
IDF54902217,69,разведённые,0,2017-07-01
IDF55126689,18,нет семьи,1,2014-08-01
IDF55051317,51,нет семьи,0,2017-01-01
IDF54899752,36,нет семьи,0,2017-05-01
IDF54905713,24,разведённые,0,2014-01-01
IDF55017322,38,разведённые,1,2014-04-01
IDF54951250,35,есть семья,1,2016-12-01
IDF55110833,40,есть семья,0,2016-09-01
IDF55138556,60,разведённые,1,2013-10-01
IDF55037717,48,есть семья,0,2016-12-01
IDF55139345,60,нет семьи,1,2014-11-01
IDF54897670,66,разведённые,1,2016-07-01
IDF55140963,37,нет семьи,0,2016-04-01
IDF54903840,52,есть семья,1,2016-04-01
IDF55113774,61,нет семьи,1,2016-02-01
IDF54972623,29,есть семья,0,2014-12-01
IDF54957684,23,есть семья,1,2016-05-01
IDF55037462,64,разведённые,0,2014-12-01
IDF55082510,63,есть семья,1,2019-05-01
IDF54967553,26,разведённые,1,2018-08-01
IDF55071696,66,разведённые,1,2017-12-01
IDF54999626,39,есть семья,1,2015-12-01
IDF55031556,31,нет семьи,1,2018-08-01
IDF54951348,20,есть семья,1,2016-01-01
IDF55017612,32,разведённые,1,2013-12-01
IDF55049097,52,нет семьи,0,2013-12-01
IDF55132171,56,есть семья,0,2013-05-01
IDF55130639,52,разведённые,1,2014-09-01
IDF55035847,46,есть семья,0,2013-01-01
IDF54945544,31,разведённые,1,2019-04-01
IDF55052361,61,нет семьи,0,2013-02-01
IDF55139008,53,нет семьи,1,2016-02-01
IDF54971586,22,нет семьи,0,2016-09-01
IDF55124861,45,есть семья,1,2019-04-01
IDF55102342,53,нет семьи,1,2016-02-01
IDF54991665,65,есть семья,1,2015-10-01
IDF54906030,67,нет семьи,0,2016-09-01
IDF55133935,42,есть семья,1,2016-11-01
IDF55033414,29,есть семья,1,2018-05-01
IDF55111451,32,разведённые,0,2014-10-01
IDF55136323,26,разведённые,0,2017-09-01
IDF55107259,21,нет семьи,1,2017-07-01
IDF55021481,33,разведённые,0,2019-12-01
IDF55059455,36,есть семья,0,2019-12-01
IDF55077203,25,есть семья,0,2018-05-01
IDF54991903,50,нет семьи,1,2016-12-01
IDF55137702,59,разведённые,0,2016-07-01
IDF54933295,26,нет семьи,1,2018-10-01
IDF55011014,42,нет семьи,0,2019-03-01
IDF55128588,54,есть семья,0,2013-03-01
IDF54933075,19,нет семьи,0,2017-04-01
IDF55089015,31,есть семья,1,2013-12-01
IDF55064499,33,нет семьи,1,2014-01-01
IDF54952119,33,нет семьи,1,2016-02-01
IDF55079035,21,нет семьи,0,2017-12-01
IDF55133641,24,нет семьи,0,2019-04-01
IDF55067153,53,нет семьи,0,2019-11-01
IDF55002957,58,разведённые,1,2019-07-01
IDF55120923,60,нет семьи,0,2013-05-01
IDF55096788,45,есть семья,0,2014-06-01
IDF55081507,18,есть семья,0,2013-10-01
IDF54981261,30,есть семья,0,2016-11-01
IDF55101052,24,нет семьи,1,2019-06-01
IDF55074147,51,разведённые,1,2015-02-01
IDF54995023,63,есть семья,1,2017-06-01
IDF55118156,52,есть семья,1,2016-08-01
IDF54931984,32,есть семья,1,2018-04-01
IDF55016938,52,нет семьи,0,2013-01-01
IDF55035053,63,нет семьи,1,2016-06-01
IDF54933905,24,разведённые,1,2018-08-01
IDF54922135,43,нет семьи,1,2018-05-01
IDF55066433,51,нет семьи,0,2018-06-01
IDF55046444,52,разведённые,1,2014-05-01
IDF54977553,19,нет семьи,1,2014-05-01
IDF55091824,59,нет семьи,0,2014-03-01
IDF54957916,43,нет семьи,0,2019-01-01
IDF55022107,34,разведённые,1,2018-01-01
IDF55049932,59,есть семья,0,2015-12-01
IDF55096979,63,есть семья,0,2017-02-01
IDF54991689,34,есть семья,0,2019-06-01
IDF54960147,38,есть семья,1,2019-11-01
IDF54956098,68,нет семьи,0,2017-09-01
IDF55119652,27,есть семья,0,2013-01-01
IDF55015891,68,нет семьи,0,2018-11-01
IDF54940709,33,нет семьи,0,2018-02-01
IDF55122535,49,разведённые,0,2017-01-01
IDF54934070,42,есть семья,0,2017-05-01
IDF54980335,26,нет семьи,0,2019-08-01
IDF54899515,23,есть семья,1,2018-06-01
IDF54965968,65,есть семья,1,2014-08-01
IDF55093300,47,есть семья,0,2016-04-01
IDF55121741,24,есть семья,1,2014-06-01
IDF55015613,24,разведённые,1,2013-05-01
IDF55078913,35,нет семьи,0,2018-10-01
IDF54976566,53,разведённые,0,2013-09-01
IDF55057864,20,нет семьи,1,2016-11-01
IDF54971370,35,есть семья,1,2013-06-01
IDF54944589,37,нет семьи,1,2019-01-01
IDF55138254,61,нет семьи,1,2014-11-01
IDF55041316,69,есть семья,1,2014-07-01
IDF55067978,37,разведённые,1,2017-06-01
IDF55029896,27,разведённые,0,2015-04-01
IDF55026399,29,есть семья,0,2019-09-01
IDF55150379,62,нет семьи,0,2014-01-01
IDF54965149,36,нет семьи,1,2018-11-01
IDF54997054,19,разведённые,1,2016-06-01
IDF54912933,62,разведённые,1,2017-03-01
IDF54989920,22,разведённые,0,2013-09-01
IDF55144489,23,нет семьи,1,2019-09-01
IDF55057518,32,нет семьи,1,2015-10-01
IDF55116303,30,разведённые,1,2017-08-01
IDF55102837,30,есть семья,1,2013-04-01
IDF55106581,19,нет семьи,0,2013-10-01
IDF55099189,30,нет семьи,0,2017-08-01
IDF55117829,22,есть семья,0,2015-02-01
IDF54989073,27,есть семья,1,2017-11-01
IDF55085664,39,нет семьи,0,2014-03-01
IDF54941817,32,нет семьи,0,2016-01-01
IDF55019376,41,есть семья,1,2018-12-01
IDF55127931,40,нет семьи,1,2019-10-01
IDF54987756,44,нет семьи,1,2017-01-01
IDF54968033,49,нет семьи,0,2015-10-01
IDF55122230,59,разведённые,0,2017-08-01
IDF54979278,26,нет семьи,0,2017-12-01
IDF55007983,39,нет семьи,0,2013-06-01
IDF55121773,67,разведённые,1,2014-09-01
IDF55134231,26,разведённые,1,2013-07-01
IDF55065034,57,разведённые,1,2016-06-01
IDF55032431,37,нет семьи,1,2018-03-01
IDF55118131,40,есть семья,0,2016-07-01
IDF54985739,49,есть семья,0,2016-04-01
IDF55101848,48,разведённые,1,2016-08-01
IDF55109825,21,нет семьи,1,2016-05-01
IDF54927748,46,разведённые,1,2018-09-01
IDF55134141,46,есть семья,1,2013-02-01
IDF55066748,24,разведённые,1,2017-05-01
IDF54906306,47,есть семья,0,2018-03-01
IDF55036078,66,нет семьи,1,2018-09-01
IDF54948147,41,нет семьи,0,2018-05-01
IDF55150345,35,есть семья,0,2016-11-01
IDF55003066,60,нет семьи,0,2019-04-01
IDF55064954,20,есть семья,0,2018-05-01
IDF55051352,19,разведённые,0,2014-07-01
IDF54994526,19,нет семьи,1,2015-08-01
IDF55108969,37,нет семьи,0,2014-07-01
IDF55049278,40,разведённые,0,2016-12-01
IDF55102234,27,нет семьи,0,2019-08-01
IDF54951292,49,разведённые,1,2013-03-01
IDF55033021,54,есть семья,1,2014-05-01
IDF55042788,56,есть семья,1,2016-05-01
IDF55048487,21,нет семьи,1,2017-04-01
IDF55114359,54,разведённые,1,2016-07-01
IDF55078727,57,разведённые,1,2018-10-01
IDF55004396,61,нет семьи,1,2017-07-01
IDF55090884,57,разведённые,1,2014-08-01
IDF55140586,49,есть семья,1,2013-10-01
IDF55055463,34,разведённые,0,2018-05-01
IDF55070561,24,есть семья,1,2014-08-01
IDF55002897,33,разведённые,1,2013-07-01
IDF55068217,64,разведённые,0,2014-04-01
IDF55099332,60,разведённые,1,2015-12-01
IDF55054228,57,нет семьи,0,2016-08-01
IDF55083676,51,нет семьи,1,2013-02-01
IDF54904833,27,нет семьи,1,2015-11-01
IDF55014684,18,нет семьи,1,2017-11-01
IDF55118155,24,разведённые,1,2014-01-01
IDF54903936,39,разведённые,1,2018-09-01
IDF54938449,45,есть семья,1,2017-05-01
IDF55037240,39,есть семья,1,2015-08-01
IDF54973833,48,есть семья,1,2016-03-01
IDF55090446,22,нет семьи,1,2014-02-01
IDF55133549,41,нет семьи,0,2014-10-01
IDF54996989,22,нет семьи,0,2019-11-01
IDF54928872,46,есть семья,1,2013-11-01
IDF55015307,27,нет семьи,1,2017-06-01
IDF54984672,34,есть семья,0,2018-05-01
IDF54947675,56,нет семьи,0,2017-04-01
IDF54972097,56,разведённые,0,2015-05-01
IDF54969527,27,разведённые,1,2017-03-01
IDF55050792,51,разведённые,1,2016-08-01
IDF54896460,44,разведённые,0,2015-03-01
IDF55009312,39,нет семьи,0,2013-04-01
IDF55077799,61,нет семьи,0,2016-04-01
IDF55113138,37,нет семьи,0,2014-04-01
IDF55032946,67,нет семьи,0,2013-12-01
IDF55029247,27,нет семьи,0,2019-06-01
IDF55085422,51,разведённые,0,2014-08-01
IDF55092636,33,разведённые,1,2016-09-01
IDF54987152,39,нет семьи,1,2018-06-01
IDF55102541,47,разведённые,0,2016-06-01
IDF54918188,36,разведённые,0,2016-08-01
IDF54903441,50,разведённые,1,2019-02-01
IDF55021183,23,нет семьи,1,2017-01-01
IDF54941411,37,разведённые,0,2015-11-01
IDF55051436,24,есть семья,0,2015-05-01
IDF54972359,58,нет семьи,0,2014-08-01
IDF55057052,66,есть семья,1,2018-04-01
IDF55102542,39,нет семьи,1,2013-05-01
IDF55076456,42,разведённые,1,2015-06-01
IDF54939568,33,нет семьи,1,2015-12-01
IDF54995649,28,нет семьи,1,2013-12-01
IDF55068230,62,нет семьи,0,2014-02-01
IDF55067535,58,есть семья,1,2016-02-01
IDF54966758,55,есть семья,1,2017-09-01
IDF55103253,31,разведённые,1,2014-07-01
IDF54903219,34,разведённые,0,2015-05-01
IDF54943418,44,есть семья,0,2014-12-01
IDF55039718,29,разведённые,1,2015-05-01
IDF54924390,37,нет семьи,1,2014-03-01
IDF54986652,61,разведённые,1,2017-07-01
IDF54929787,59,разведённые,0,2017-06-01
IDF55087728,34,нет семьи,0,2016-05-01
IDF54907392,48,есть семья,0,2013-04-01
IDF55043820,56,разведённые,1,2019-01-01
IDF55086944,38,разведённые,0,2014-12-01
IDF55147382,67,есть семья,1,2016-05-01
IDF55134151,61,разведённые,1,2018-08-01
IDF54997831,55,разведённые,1,2019-05-01
IDF54906348,35,нет семьи,0,2015-06-01
IDF55068835,35,разведённые,0,2016-08-01
IDF55052411,30,есть семья,1,2016-10-01
IDF55047056,67,есть семья,1,2019-11-01
IDF55040430,55,разведённые,1,2016-11-01
IDF55024328,65,разведённые,1,2015-09-01
IDF54985466,21,разведённые,1,2018-06-01
IDF55145796,45,есть семья,0,2014-12-01
IDF55124046,32,есть семья,0,2014-07-01
IDF54997297,50,разведённые,0,2014-05-01
IDF54974328,32,нет семьи,0,2014-10-01
IDF54927830,61,нет семьи,0,2019-04-01
IDF54996143,22,есть семья,0,2013-12-01
IDF55073675,26,нет семьи,1,2019-07-01
IDF55072641,31,разведённые,0,2018-11-01
IDF54905827,46,разведённые,1,2018-12-01
IDF55087883,48,нет семьи,0,2019-02-01
IDF54945241,22,нет семьи,0,2014-01-01
IDF55000806,35,разведённые,1,2013-05-01
IDF54946828,41,есть семья,0,2017-05-01
IDF54980131,21,разведённые,0,2013-05-01
IDF54968922,42,разведённые,1,2016-07-01
